product_id,sku,stock_status,product_cat,feeding_table_id,b_path_status,repository_capability,runtime_eligible,exclusion_reason
16475,122370183,instock,81,211,full,calculator_partial,1,needs_condition_axis
16478,127380228,instock,81,210,full,calculator_partial,1,needs_condition_axis
16481,127380,instock,81,210,full,calculator_partial,1,needs_condition_axis
16484,216210,instock,81,217,full,calculator_partial,1,needs_condition_axis
16492,141150,instock,72,214,full,calculator_partial,1,needs_condition_axis
16510,123950,instock,81,216,full,calculator_partial,1,needs_condition_axis
16516,121550,instock,81,215,full,calculator_partial,1,needs_condition_axis
16519,216110,instock,81,215,full,calculator_partial,1,needs_condition_axis
16522,122110,instock,81,212,full,calculator_partial,1,needs_condition_axis
16525,217570,instock,81,212,full,calculator_partial,1,needs_condition_axis
16528,131350,instock,72,213,full,calculator_partial,1,needs_condition_axis
16537,2.008119,instock,72,,,,0,no_active_table
16540,2.008117,instock,72,174,full,calculator_supported,1,
16543,2.008122,instock,72,,,,0,no_active_table
16546,2.008118,instock,72,170,full,calculator_supported,1,
16549,2.008124,instock,72,,,,0,no_active_table
16552,2.008121,instock,72,,,,0,no_active_table
16555,2.008047,instock,72,,,,0,no_active_table
16558,2.008043,instock,72,174,full,calculator_supported,1,
16561,2.008051,instock,72,,,,0,no_active_table
16564,2.008045,instock,72,170,full,calculator_supported,1,
16567,2.008056,instock,72,,,,0,no_active_table
16573,2.011762,instock,81,,,,0,no_active_table
16576,2.011763,instock,81,,,,0,no_active_table
16579,2.011765,instock,81,,,,0,no_active_table
16582,2.011764,instock,81,,,,0,no_active_table
16585,2.011767,instock,81,,,,0,no_active_table
16588,2.011766,instock,81,,,,0,no_active_table
16591,2.009363,instock,72,,,,0,no_active_table
16594,2.009364,instock,72,,,,0,no_active_table
16597,2.009147,instock,72,180,full,calculator_partial,1,needs_condition_axis
16600,2.009149,instock,72,175,full,calculator_supported,1,
16603,2.009143,instock,72,,,,0,no_active_table
16606,2.009139,instock,72,,,,0,no_active_table
16609,2.009141,instock,72,,,,0,no_active_table
16612,2.009137,instock,72,181,partial,unsupported_structure,0,unsupported_structure
16615,2.009145,instock,72,,,,0,no_active_table
16618,2.008261,instock,81,,,,0,no_active_table
16621,2.006822,instock,81,,,,0,no_active_table
16624,2.006816,instock,72,,,,0,no_active_table
16627,2.006666,instock,72,,,,0,no_active_table
16630,2.010448,instock,72,178,full,calculator_supported,1,
16633,2.010447,instock,72,178,full,calculator_supported,1,
16636,2.006774,instock,72,176,full,calculator_supported,1,
16639,2.006818,instock,72,176,full,calculator_supported,1,
16642,2.010446,instock,72,177,full,calculator_supported,1,
16645,2.010445,instock,72,177,full,calculator_supported,1,
16648,2.006815,instock,72,,,,0,no_active_table
16651,2.006667,instock,72,,,,0,no_active_table
16654,2.010023,instock,72,179,full,calculator_supported,1,
16657,2.008452,instock,81,,,,0,no_active_table
16660,2.006903,instock,72,,,,0,no_active_table
16663,2.006817,instock,72,,,,0,no_active_table
16666,2.008878,instock,72,173,full,calculator_supported,1,
16669,2.008879,instock,72,173,full,calculator_supported,1,
16672,2.006814,instock,72,172,full,calculator_supported,1,
16675,2.006665,instock,72,172,full,calculator_supported,1,
16678,2.008256,instock,81,,,,0,no_active_table
16681,2.00682,instock,81,,,,0,no_active_table
16684,2.006764,instock,72,171,full,calculator_supported,1,
16687,2.006664,instock,72,171,full,calculator_supported,1,
16690,2.009148,instock,72,180,full,calculator_partial,1,needs_condition_axis
16693,2.00915,instock,72,175,full,calculator_supported,1,
16696,2.009144,instock,72,,,,0,no_active_table
16699,2.00914,instock,72,,,,0,no_active_table
16702,2.009142,instock,72,,,,0,no_active_table
16705,2.009138,instock,72,181,partial,unsupported_structure,0,unsupported_structure
16708,2.009146,instock,72,,,,0,no_active_table
16712,2.01176,instock,81,,,,0,no_active_table
16715,2.011759,instock,81,,,,0,no_active_table
16718,2.011758,instock,81,,,,0,no_active_table
16721,2.011755,instock,81,,,,0,no_active_table
16724,2.011754,instock,81,,,,0,no_active_table
16727,2.011761,instock,81,,,,0,no_active_table
16745,15045,instock,72,,,,0,no_active_table
16751,03020,instock,72,,,,0,no_active_table
16763,01020,instock,72,,,,0,no_active_table
16772,04020,instock,72,,,,0,no_active_table
16776,04046,instock,72,,,,0,no_active_table
16779,19246,instock,72,,,,0,no_active_table
16782,19215,instock,72,,,,0,no_active_table
16785,19145,instock,72,,,,0,no_active_table
16788,19146,instock,72,,,,0,no_active_table
16791,19346,instock,72,,,,0,no_active_table
16794,19315,instock,72,,,,0,no_active_table
16810,06072,instock,72,,,,0,no_active_table
16824,17072,instock,72,,,,0,no_active_table
16854,09015,instock,72,,,,0,no_active_table
16857,18446,instock,72,,,,0,no_active_table
16862,18415,instock,72,,,,0,no_active_table
16865,18346,instock,72,,,,0,no_active_table
16868,18315,instock,72,,,,0,no_active_table
16871,18146,instock,72,,,,0,no_active_table
16876,18246,instock,72,,,,0,no_active_table
16881,18215,instock,72,,,,0,no_active_table
16886,73009,instock,81,,,,0,no_active_table
17213,651153,instock,72,195,full,calculator_supported,1,
17216,74746,instock,72,195,full,calculator_supported,1,
17262,2808,instock,72,194,full,calculator_supported,1,
17265,651049,instock,72,194,full,calculator_supported,1,
17268,74755,instock,72,194,full,calculator_supported,1,
17280,651087,instock,72,191,full,calculator_supported,1,
17286,74767,instock,72,190,full,calculator_supported,1,
17293,650501,instock,72,189,full,calculator_supported,1,
17296,75925,instock,72,188,full,calculator_supported,1,
17299,651135,instock,72,187,full,calculator_supported,1,
17947,JOS0617,instock,72,98,full,calculator_supported,1,
17950,JOS0622,instock,72,184,full,calculator_supported,1,
17953,JOS0849,instock,72,186,partial,calculator_partial,1,needs_condition_axis
17956,JOS0003,instock,72,,,,0,no_active_table
17959,JOS0799,instock,72,183,full,calculator_supported,1,
17962,JOS0836,instock,72,182,full,calculator_supported,1,
17965,JOS0813,instock,81,185,full,calculator_partial,1,needs_condition_axis
17969,JOS0723,instock,81,185,full,calculator_partial,1,needs_condition_axis
17972,JOS0812,instock,81,185,full,calculator_partial,1,needs_condition_axis
17978,JOS0914,instock,72,97,full,calculator_supported,1,
17983,JOS0796,instock,81,27,full,calculator_supported,1,
17986,JOS0790,instock,81,27,full,calculator_supported,1,
17992,JOS0847,instock,81,27,full,calculator_supported,1,
17995,JOS0982,instock,72,96,full,calculator_supported,1,
18000,JOS0910,instock,72,95,full,calculator_supported,1,
18011,JOS0205,instock,81,42,full,calculator_supported,1,
18014,JOS0731,instock,72,1,full,calculator_supported,1,
18018,JOS0931,instock,72,94,full,calculator_supported,1,
18022,JOS0924,instock,72,,,,0,no_active_table
18026,JOS0974,instock,72,92,full,calculator_supported,1,
18029,JOS0973,instock,72,92,full,calculator_supported,1,
18032,JOS0912,instock,72,92,full,calculator_supported,1,
18036,JOS0069443,instock,72,92,full,calculator_supported,1,
18040,JOS0797,instock,81,40,full,calculator_supported,1,
18043,JOS0167,instock,81,40,full,calculator_supported,1,
18046,JOS0915,instock,72,91,full,calculator_supported,1,
18051,JOS0794,instock,81,41,full,calculator_supported,1,
18054,JOS0805,instock,81,41,full,calculator_supported,1,
18058,64038948,instock,81,41,full,calculator_supported,1,
18062,JOS0817,instock,81,24,full,calculator_partial,1,needs_condition_axis
18065,JOS0417,instock,81,24,full,calculator_partial,1,needs_condition_axis
18074,JOS0811,instock,81,24,full,calculator_partial,1,needs_condition_axis
18077,JOS0810,instock,81,24,full,calculator_partial,1,needs_condition_axis
18080,JOS1005,instock,81,90,full,calculator_supported,1,
18084,JOS1004,instock,81,90,full,calculator_supported,1,
18088,JOS0917,instock,72,89,full,calculator_supported,1,
18092,JOS0815,instock,81,43,full,calculator_supported,1,
18095,JOS0814,instock,81,43,full,calculator_supported,1,
18098,JOS0795,instock,81,88,full,calculator_supported,1,
18101,JOS0789,instock,81,88,full,calculator_supported,1,
18106,JOS0792,instock,81,27,full,calculator_supported,1,
18109,JOS0791,instock,81,27,full,calculator_supported,1,
18112,JOS0943,instock,72,87,full,calculator_supported,1,
18149,JOS0978,instock,72,26,full,calculator_supported,1,
18154,JOS0913,instock,72,23,full,calculator_supported,1,
18159,JOS0944,instock,72,1,full,calculator_supported,1,
18379,JOS0666,instock,72,,,,0,no_active_table
18382,JOS0663,instock,72,,,,0,no_active_table
18385,JOS0996,instock,72,,,,0,no_active_table
18524,NGCST12,instock,81,200,full,calculator_partial,1,needs_condition_axis
18527,NGCST01,instock,81,200,full,calculator_partial,1,needs_condition_axis
18530,NGCSB01,instock,81,200,full,calculator_partial,1,needs_condition_axis
18533,NGCGC01,instock,81,,,,0,no_active_table
18536,NGCKC01,instock,81,85,full,unsupported_structure,0,unsupported_structure
18539,NGCAC01,instock,81,84,full,calculator_supported,1,
18542,NGCAB01,instock,81,84,full,calculator_supported,1,
18545,INPM11,instock,72,,,,0,no_active_table
18548,INPA11,instock,72,,,,0,no_active_table
18551,INPS06,instock,72,,,,0,no_active_table
18554,HYIM11,instock,72,166,full,calculator_supported,1,
18557,HYRM11,instock,72,166,full,calculator_supported,1,
18566,HYHM11,instock,72,166,full,calculator_supported,1,
18572,HYPA11,instock,72,,,,0,no_active_table
18575,HYFS02,instock,72,165,full,calculator_supported,1,
18578,HYRS02,instock,72,165,full,calculator_supported,1,
18581,HYHS02,instock,72,165,full,calculator_supported,1,
18584,HYPS08,instock,72,165,full,calculator_supported,1,
18587,HYPS06,instock,72,165,full,calculator_supported,1,
18590,HYPS02,instock,72,165,full,calculator_supported,1,
18617,CHYP01,instock,81,83,full,calculator_supported,1,
18620,HHFM11,instock,72,,,,0,no_active_table
19715,AMTD02,instock,72,82,full,calculator_supported,1,
19720,AMTD12,instock,72,82,full,calculator_supported,1,
19725,AMTR02,instock,72,81,full,calculator_supported,1,
19730,AMTR12,instock,72,81,full,calculator_supported,1,
19735,AMTS02,instock,72,80,full,calculator_supported,1,
19740,AMTS12,instock,72,80,full,calculator_supported,1,
19747,AMLS02,instock,72,78,full,calculator_supported,1,
19751,AMLS12,instock,72,78,full,calculator_supported,1,
19756,AMLE02,instock,72,79,full,calculator_supported,1,
19760,AMLE12,instock,72,79,full,calculator_supported,1,
19765,AMBS02,instock,72,78,full,calculator_supported,1,
19770,AMBS12,instock,72,78,full,calculator_supported,1,
19775,AMPCF02,instock,72,77,partial,unsupported_structure,0,unsupported_structure
19780,AMPCS02,instock,72,223,partial,unsupported_structure,0,unsupported_structure
19785,AMPCS12,instock,72,223,partial,unsupported_structure,0,unsupported_structure
19896,HYPS06-2,instock,72,165,full,calculator_supported,1,
19899,HYPS02-2,instock,72,165,full,calculator_supported,1,
19920,JOS0946,instock,72,46,full,calculator_supported,1,
19921,JOS0947,instock,72,46,full,calculator_supported,1,
20391,JOS0280,instock,81,,,,0,no_active_table
20393,JOS0339,instock,72,,,,0,no_active_table
20397,JOS0399,instock,72,,,,0,no_active_table
20399,JOS0401,instock,81,,,,0,no_active_table
20401,JOS0402,instock,81,,,,0,no_active_table
20403,JOS0412,instock,72,,,,0,no_active_table
20537,NGPBM12,instock,72,,,,0,no_active_table
20539,NGPBS02,instock,72,,,,0,no_active_table
20541,NGPBS07,instock,72,,,,0,no_active_table
20543,NGPTM03,instock,72,,,,0,no_active_table
20545,NGPTS05,instock,72,,,,0,no_active_table
20941,HHFS02,instock,72,199,full,calculator_supported,1,
20943,HYDS02,instock,72,165,full,calculator_supported,1,
20947,HYHM02,instock,72,166,full,calculator_supported,1,
20957,HYPA02,instock,72,,,,0,no_active_table
20961,HYPM02,instock,72,166,full,calculator_supported,1,
20977,HYVS02,instock,72,165,full,calculator_supported,1,
21041,JOS0869,instock,72,45,full,calculator_supported,1,
21043,JOS0870,instock,72,45,full,calculator_supported,1,
21117,NGABM03,instock,72,168,full,calculator_supported,1,
21123,NGABS05,instock,72,167,full,calculator_supported,1,
21129,NGALL12,instock,72,169,full,calculator_supported,1,
21131,NGALM03,instock,72,168,full,calculator_supported,1,
21133,NGALM12,instock,72,168,full,calculator_supported,1,
21135,NGALS02,instock,72,167,full,calculator_supported,1,
21137,NGALS05,instock,72,167,full,calculator_supported,1,
21143,NGATL12,instock,72,169,full,calculator_supported,1,
21145,NGATM03,instock,72,168,full,calculator_supported,1,
21147,NGATM12,instock,72,168,full,calculator_supported,1,
21149,NGATS02,instock,72,167,full,calculator_supported,1,
21151,NGATS05,instock,72,167,full,calculator_supported,1,
21153,NGATS07,instock,72,167,full,calculator_supported,1,
21173,JOS0693,instock,81,,,,0,no_active_table
21316,f0895d584535,instock,72,,,,0,no_active_table
21321,JOS0620,instock,72,44,full,calculator_supported,1,
21337,JOS0647,instock,72,,,,0,no_active_table
21339,JOS0653,instock,72,,,,0,no_active_table
21345,JOS0672,instock,81,,,,0,no_active_table
21360,JOS0684,instock,72,,,,0,no_active_table
21362,JOS0685,instock,72,,,,0,no_active_table
21364,JOS0686,instock,72,,,,0,no_active_table
21368,JOS0688,instock,72,,,,0,no_active_table
21370,JOS0689,instock,81,,,,0,no_active_table
21372,JOS0690,instock,81,,,,0,no_active_table
21374,JOS0691,instock,81,,,,0,no_active_table
21376,JOS0692,instock,81,,,,0,no_active_table
21379,JOS0694,instock,81,,,,0,no_active_table
21381,JOS0695,instock,81,,,,0,no_active_table
21531,CHYP03,instock,81,,,,0,no_active_table
21707,JOS0793,instock,81,41,full,calculator_supported,1,
21728,JOS0798,instock,81,42,full,calculator_supported,1,
21740,JOS0803,instock,81,24,full,calculator_partial,1,needs_condition_axis
21752,JOS0806,instock,81,40,full,calculator_supported,1,
21762,JOS0808,instock,81,27,full,calculator_supported,1,
21785,JOS0816,instock,81,27,full,calculator_supported,1,
21789,JOS0818,instock,81,27,full,calculator_supported,1,
21842,JOS0844,instock,81,,,,0,no_active_table
21844,JOS0845,instock,81,,,,0,no_active_table
21846,JOS0846,instock,81,43,full,calculator_supported,1,
24644,JOS0916,instock,72,29,partial,calculator_partial,1,needs_condition_axis
25165,NGPBS05,instock,72,,,,0,no_active_table
25227,NGALS07,instock,72,167,full,calculator_supported,1,
25229,JOS0918,instock,72,38,full,calculator_supported,1,
25233,JOS0919,instock,72,39,full,calculator_supported,1,
25237,JOS0920,instock,72,17,partial,calculator_partial,1,needs_condition_axis
25241,JOS0921,instock,72,18,full,calculator_supported,1,
25261,JOS0908,instock,72,33,partial,calculator_partial,1,needs_condition_axis
25265,NGPTL12,instock,72,,,,0,no_active_table
25383,JOS0925,instock,72,34,partial,calculator_partial,1,needs_condition_axis
25387,JOS0926,instock,72,34,partial,calculator_partial,1,needs_condition_axis
25391,JOS0927,instock,72,19,full,calculator_supported,1,
25399,JOS0929,instock,72,36,full,calculator_supported,1,
25403,JOS0930,instock,72,36,full,calculator_supported,1,
25407,JOS0932,instock,72,19,full,calculator_supported,1,
25411,JOS0933,instock,72,19,full,calculator_supported,1,
25415,JOS0940,instock,72,23,full,calculator_supported,1,
25419,JOS0941,instock,72,26,full,calculator_supported,1,
25435,JOS0945,instock,72,37,full,calculator_supported,1,
25439,JOS0948,instock,72,33,partial,calculator_partial,1,needs_condition_axis
25443,JOS0952,instock,72,23,full,calculator_supported,1,
25451,JOS0954,instock,72,20,full,calculator_supported,1,
25455,JOS0955,instock,72,20,full,calculator_supported,1,
25463,JOS0957,instock,72,15,full,calculator_supported,1,
25471,JOS0959,instock,72,29,partial,calculator_partial,1,needs_condition_axis
25475,JOS0960,instock,72,29,partial,calculator_partial,1,needs_condition_axis
25479,JOS0961,instock,72,35,full,calculator_supported,1,
25617,JOS0979,instock,72,14,full,calculator_supported,1,
25625,JOS0988,instock,72,20,full,calculator_supported,1,
25749,JOS1002,instock,72,,,,0,no_active_table
26054,JOS0997,instock,72,,,,0,no_active_table
26296,JOS0975,instock,72,32,full,calculator_supported,1,
26362,JOS0962,instock,72,25,full,calculator_supported,1,
26365,JOS0934,instock,72,16,full,calculator_supported,1,
26368,JOS0949,instock,72,21,partial,calculator_partial,1,needs_condition_axis
26371,JOS0967,instock,72,13,full,calculator_supported,1,
26375,JOS0964,instock,72,31,partial,calculator_partial,1,needs_condition_axis
26383,JOS0966,instock,72,31,partial,calculator_partial,1,needs_condition_axis
26387,JOS0971,instock,72,12,full,calculator_supported,1,
26391,JOS0981,instock,72,14,full,calculator_supported,1,
26395,JOS0991,instock,72,15,full,calculator_supported,1,
26399,JOS0993,instock,72,17,partial,calculator_partial,1,needs_condition_axis
26403,JOS0995,instock,72,18,full,calculator_supported,1,
26407,JOS0986,instock,72,20,full,calculator_supported,1,
26411,JOS0951,instock,72,21,partial,calculator_partial,1,needs_condition_axis
26414,JOS0984,instock,72,22,full,calculator_supported,1,
26418,JOS0936,instock,72,16,full,calculator_supported,1,
26423,JOS0985,instock,72,23,full,calculator_supported,1,
26431,JOS0969,instock,72,13,full,calculator_supported,1,
26435,JOS0938,instock,72,28,full,calculator_supported,1,
26438,JOS0976,instock,72,30,full,calculator_supported,1,
26441,JOS0965,instock,72,31,partial,calculator_partial,1,needs_condition_axis
26445,JOS0980,instock,72,14,full,calculator_supported,1,
26449,JOS0977,instock,72,23,full,calculator_supported,1,
26453,JOS0968,instock,72,13,full,calculator_supported,1,
26457,JOS0970,instock,72,12,full,calculator_supported,1,
26884,JOS0935,instock,72,16,full,calculator_supported,1,
26899,JOS1026,instock,72,,,,0,no_active_table
26901,JOS0972,instock,72,19,full,calculator_supported,1,
26909,JOS1048,instock,72,,,,0,no_active_table
26925,JOS0950,instock,72,21,partial,calculator_partial,1,needs_condition_axis
27019,JOS0989,instock,72,20,full,calculator_supported,1,
27035,JOS1000,instock,72,,,,0,no_active_table
27038,JOS0999,instock,72,,,,0,no_active_table
27126,JOS1025,instock,81,,,,0,no_active_table
27128,JOS1023,instock,72,26,full,calculator_supported,1,
27130,JOS1022,instock,72,29,partial,calculator_partial,1,needs_condition_axis
27132,JOS1021,instock,81,24,full,calculator_partial,1,needs_condition_axis
27134,JOS1050,instock,81,27,full,calculator_supported,1,
27564,F012PR0322,instock,81,11,full,calculator_supported,1,
33229,F011BR1262,instock,72,10,full,calculator_supported,1,
33239,F011PU0663,instock,72,9,full,calculator_supported,1,
33243,F011PU0703,instock,72,9,full,calculator_supported,1,
33249,F011TR11301,instock,72,,,,0,no_active_table
33251,F011TR11302,instock,72,,,,0,no_active_table
33253,F011WH1201,instock,72,6,partial,unsupported_structure,0,unsupported_structure
33259,F012OC0203,instock,81,,,,0,no_active_table
33289,F012PU0442,instock,81,5,full,calculator_supported,1,
33293,F012QU0512,instock,81,4,full,calculator_supported,1,
33303,F012TR0732,instock,81,3,full,calculator_supported,1,
33305,F012TR0733,instock,81,3,full,calculator_supported,1,
33370,F031VL0111,instock,72,,,,0,no_active_table
33390,F032VL0152,instock,81,,,,0,no_active_table
33394,F032VL0172,instock,81,,,,0,no_active_table
33452,01A4A04031,instock,72,2,full,calculator_supported,1,
34471,DP-EXCL-HYPO-KIAUL-2KG-x2,instock,72,,,,0,no_active_table
34484,DP-HYPS06-2,instock,72,,,,0,no_active_table
34700,ZZTEST-A,instock,72,,,,0,no_active_table
34701,ZZTEST-B,instock,72,,,,0,no_active_table
34703,ZZTEST-D,instock,72,,,,0,no_active_table
